"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Europe & Central Asia","ECS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","99.9968413687454","99.880466599928","99.8701665993449","99.8791237532848","99.6200926446797","99.8334810240958","99.8487312759366","99.8735467651018","99.9003717016162","99.8766935379688","99.8755835921454","99.8715955332358","99.8576505205741","99.8507466409752","99.8899528288369","99.870811393675","99.8977557571869","99.9409537312977","99.9601502505229","99.9776484630987","99.9908457133262","99.9989424280109","99.9831906562838","","",
"Ecuador","ECU","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.7812104116119","81.7548624976601","82.4526071835363","82.6779005669022","83.8229209012566","84.8400062221301","85.6768983006147","86.5582561168654","88.128674278745","88.237440731653","89.6499417279876","91.0974947092736","92.1896828414085","93.273395368858","92.2825559554331","93.6767028866122","91.9487333778696","93.0528045412783","95.4451380996455","97.5028530256137","97.0184027953365","96.7834915235686","100","","",
"Egypt, Arab Rep.","EGY","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.5953229081178","91.9887667301552","92.4498101888785","92.8796209235286","93.4108539770862","93.9090983778686","94.4245996143059","94.9545587775062","96.3533118643988","96.0069522777294","96.5038741701158","98.1228511271136","97.0604360739492","99.0979130492631","98.7160542568116","98.3564915955792","99.7243827055173","99.026640618395","99.5224624552282","99.7624685728896","99.8258393992914","99.9951925214014","99.7250555453603","100","100","100","","",
"Euro area","EMU","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Eritrea","ERI","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.13494769760458","7.92000414145389","8.7048016061384","9.50422842967621","10.3163282536684","11.1313162582784","11.9453939182863","13.9675325282004","13.532692660869","14.2883818790162","15.0126594733661","15.717858344502","16.426328125851","17.1561111526502","18.3062710587908","19.528303677555","20.8388570949945","22.2353334617424","23.7109552649614","25.2550778235155","26.8567036970803","28.5044971750971","30.1889287691791","","",
"Spain","ESP","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Estonia","EST","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Ethiopia","ETH","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.72193237203605","16.1820272722735","16.9733804691353","17.7410465423503","18.477268209886","0.646619257845871","19.8578089561896","79.2906777525874","21.0566895220579","21.6166243499624","22.2122622556817","9.59068880846683","23.5456030145791","24.2816385518965","12.0060752850471","15.4969467016778","32.363835522","30.9706861413279","","",
"European Union","EUU","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Fragile and conflict affected situations","FCS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9237175463266","18.5775761510728","18.4679281523746","18.9146511404466","21.7258738518799","23.0306377942903","23.2907848933573","23.2551223560591","22.6580915340358","24.0387781165678","27.6709093984322","29.1238111022546","30.266176417717","30.9841926768854","34.2037056194788","37.701226689375","","",
"Finland","FIN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Fiji","FJI","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.3642844147606","55.7911435146946","57.6187671827754","59.4825674677289","61.3694082435682","63.2664991692908","67.8432637539873","68.4312987931292","68.8657388924975","70.659038659623","72.4284171132521","83.1275705283567","75.3662866955498","77.7891964440391","80.4146876923445","82.2549496634938","84.0115642679622","85.3578019913813","88.4828376104352","90.8956019286461","93.3674811735678","91.0610575911327","","",
"France","FRA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Faroe Islands","FRO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Micronesia, Fed. Sts.","FSM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.0998777594017","41.6847708019156","43.630409600184","45.5496255863507","47.4347222939322","49.282669021319","51.1091010232202","52.9295455427717","54.7606251720562","56.620468457776","58.7751035374271","61.8998060994348","64.5853057614218","66.9811572506714","69.2345380232146","71.8258694348233","74.4218611345075","76.9623237133417","","",
"Gabon","GAB","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6051525814825","17.3994637755059","18.3016651715506","19.2042206228692","20.0532523109425","27.0957213235264","21.5450579110458","22.3087251843636","23.1905498524481","24.3064206760883","47.3945278777349","40.4368197217863","32.2612598800763","32.7926057152651","36.2480936746056","40.0960358221629","44.4031370986399","49.1362067522554","","",
"United Kingdom","GBR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Georgia","GEO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7897348931977","98.6895012080009","98.813085598144","97.4912239618382","98.8722670687157","98.8568094596304","98.8500161187779","98.8821460039188","98.9844837297456","99.3652295125545","100","99.8885189001853","100","99.9911157859218","100","100","","",
"Ghana","GHA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.88737339690765","3.82559819884548","5.97577131770308","8.17515843223081","10.4356092356812","13.2811783117946","15.1390823881298","14.8689236231929","20.1712064308293","22.7697795431245","23.9850514795524","27.9837601807397","30.5823391981177","31.448941786987","35.8372267190223","36.8227440670451","41.3586110335948","55.3511802597754","41.9754532513383","51.5298022996472","50.829638285596","63.9650233597366","60.6296304481247","66.596092018177","65.3324509363203","","",
"Gibraltar","GIB","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Guinea","GIN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.309740798802676","0.702134694914911","0","1.33626192239567","1.61209191276134","1.88710150724682","2.18144980277555","2.51464235584784","2.90311360801795","1.19064770374876","3.81558800507876","4.31593321303661","5.62508521080997","6.7429158225868","8.80520142971706","","",
"Gambia, The","GMB","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.87734202570207","2.90371284426153","3.88979841980597","4.87120919867616","5.85648072526535","6.84565185691313","7.83107447357487","18.8190237392652","9.73357978962097","10.6202213116064","1.16307651398922","12.3615233010121","4.45646134390763","13.8997587368235","14.5908282836174","15.2645452100847","15.9537959010236","27.9823815820571","28.3083765815104","28.1289205831271","30.2527328204952","26.2235469943294","25.4776034251405","23.2735931024591","20.5182601236037","","",
"Guinea-Bissau","GNB","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.07724106337864","0","0","0","2.11541713305738","0.744027358254064","1.56148663429713","5.50706188840721","5.82025689715166","7.38662203786623","8.38154700754341","9.27338385927602","","",
"Equatorial Guinea","GNQ","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0538519600079","6.79643973709893","6.49940881472957","6.28517619580098","6.13629398504554","6.0461523779235","6.00580663218124","","",
"Greece","GRC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Grenada","GRD","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9429497728307","85.5780758208676","86.0468202607318","86.4864335654394","86.8817758810722","87.2345516423141","87.5496146332426","87.8365806568607","88.1243120304119","88.4416282213156","90.643664798153","89.1977847363773","89.6458278238653","88.2861892026188","90.6628815620742","91.2032237241989","91.7573237520464","93.0976675616347","94.4661635919948","95.7690306008421","","",
"Greenland","GRL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Guatemala","GTM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.0295548655215","48.3561629742334","50.1007847668987","51.8874595399489","54.2124624433087","55.0092501937849","57.4018223580904","64.1466886872516","63.3966965371612","62.9035897796401","64.6768923953616","74.1837744529896","68.1780524348801","69.9566877322506","71.7905967991597","73.7050466094146","73.9852066363865","77.834733661185","80.0256502552743","76.655954191119","84.5916884885514","86.9414867666142","89.3206893697744","","",
"Guam","GUM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Guyana","GUY","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9033572042058","64.3644282332149","65.1835154370739","66.0123682023294","66.8536862844818","67.7079370671178","68.5683298090998","69.4251346822173","70.2694449092573","71.092163255173","71.9111844687616","72.6950795156508","75.9196008250649","69.9408555178419","74.8366708205047","75.5401463959388","72.7134664507741","78.6587211919764","80.3677117516496","81.8683104392906","83.113627960343","84.2078371161549","85.8144139785867","87.3077101885145","88.7579618024756","","",
"High income","HIC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3051901213977","99.4357429629311","99.4404568403662","99.4546148880655","99.4625017410627","99.4970474294429","99.4986408836703","99.5257313281907","99.5930706608495","99.5681324043382","99.6032073253359","99.5919942102054","99.6163475975459","99.759056054309","99.6630080925976","99.6806089525772","99.7720557413856","99.7216150645695","99.7370975092376","99.8092649671634","99.7594625940046","99.8293980499014","99.8691247951467","99.8318740879093","99.9004751596536","99.9171175218955","99.9472952769927","100","","",
"Hong Kong SAR, China","HKG","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Honduras","HND","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.25708629839","37.012500872939","38.7170948058448","44.52285502923","45.6955356776935","36.9510146524121","41.0592196358012","43.5103449876838","44.5922015835195","44.8297179812282","38.2329038258078","36.951267307511","38.7596632585698","40.6313175188813","43.2578426577306","46.438060357823","49.6479959251676","54.3393587008559","57.6311773202659","61.8171587378367","63.3959054380601","66.6926940437501","73.4060550473407","76.5388629078244","79.0115284331032","82.126683989358","71.8486407762659","","",
"Heavily indebted poor countries (HIPC)","HPC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5809379647971","8.77350788343917","8.65870047077818","9.69290561495515","9.83203050977723","6.76864972580063","10.6450433658883","21.6845787907731","11.9468359711351","12.2287971690625","13.0472404052213","10.7266249724","15.4340994841014","16.0467491097269","17.4136602984525","17.1099674078993","23.9282864931442","23.5905986459811","","",
"Croatia","HRV","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Haiti","HTI","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.44763102525719","10.8345112393787","11.0334815075603","11.2468252623593","11.4664401815487","7.05528222192152","13.1856895156006","10.084818321834","18.7346796505738","8.75703343502673","8.40270170484897","6.83885658817949","7.53318672314796","7.0604929078965","6.60055494924488","6.17436063144451","5.42036705160625","3.91841514091403","3.03801672126326","2.43813822868972","2.55899089792568","0","2.75051507778607","","",
"Hungary","HUN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"IBRD only","IBD","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.5419633399652","67.3747753408049","68.4094246474442","69.3761617970334","70.9527847657471","71.9779505151622","73.8519093989198","74.4407122862698","72.8444526261402","76.2351243650153","76.8607626839195","77.5770220923452","78.4564768311283","79.529066760115","80.3121074254538","81.4229312944099","83.0813695095907","84.7701034506549","80.205355725807","86.7754623852289","87.3166721140231","88.7270961226797","91.3493786245231","92.1891095465666","94.0117928680779","","",
"IDA & IBRD total","IBT","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.8943312489215","58.7448407806688","59.1681064576002","59.5396875290972","60.5034743717427","61.3406578718905","62.8983751243142","61.4365000875752","60.76883822782","62.9340190044066","63.6996316942806","63.830693439142","63.7579667602831","65.2796131118796","66.8290807448844","66.3455739112009","67.3021142255223","68.2354557084201","65.307417266868","70.5462356640596","70.9760535734358","71.6584573359237","73.8584971007481","75.9705861884565","77.3572149019396","","",
"IDA total","IDA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9046612173134","23.5834117199216","20.2582978497943","22.8102889046348","24.5065264684544","26.3574138472675","25.6934137759068","24.76199061101","28.0701164705961","32.3638572972837","28.6227826629499","28.7266122885241","28.1929530642145","29.8973139302375","32.6858405738446","33.5616132319365","33.3072238085206","35.288972691936","40.8782080715477","42.0045263074647","","",
"IDA blend","IDB","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.0434523860104","39.7452246878088","38.39968519556","39.0161209088193","39.4035892803228","42.5106097812135","40.3965412569712","40.3969077202184","40.8862611477343","40.931504679616","41.4991377794048","40.1294899754734","38.7905765975323","43.8466853127243","43.4591208400721","44.8580982910796","43.0574228032508","42.7326484451421","49.3734492818167","45.2473670621702","","",
"Indonesia","IDN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.072645402381","52.9246692685624","36.3780529225263","45.7978393047619","51.6606378746899","59.7384440542861","69.535646156","72.0149214189393","75.5915652708008","79.4940445355002","79.0141092002991","80.9284560375971","79.6594324037398","82.4924268522155","76.3410621795656","85.0302569172065","84.8321675696721","87.7652396058669","88.1959346057377","89.7040719924794","90.4931982056198","92.8359302876033","93.0625287821299","93.8542000953719","94.5476210214177","94.939403456","95.6550761255","","",
"IDA only","IDX","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7321939663281","10.5047131029517","14.1255916482518","17.3004501421884","18.5565977787685","18.6492709102136","17.5052841195748","22.137452347006","28.4154074321468","22.7594231841761","23.5959934208866","23.421990376854","23.6143593214197","27.8330039090313","28.4725626472176","28.9145411747738","31.9343480982538","37.0493903160781","40.5432255954546","","",
"Isle of Man","IMN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"India","IND","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.5825341538123","37.1417310238133","38.9050407333488","40.7393126787001","42.5352938922242","44.4073227002228","48.2629914732357","48.1057849948688","43.5028780313472","51.4674691280159","53.570502659091","53.5946542990536","56.9791821713175","57.3478065341076","60.3947354433182","62.1273113253739","65.6914279234875","68.3929975191765","56.0959263645274","72.3627471731482","73.5527883241819","77.1164074895045","83.3665448835227","85.2142842338536","89.3065549150273","","",
"Not classified","INX","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Iran, Islamic Rep.","IRN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.1598531469626","94.0429772340244","94.5034938051189","94.9197181640966","95.2620905733411","95.5136873572011","94.9623752474673","95.8671528489839","96.0523562427415","95.991887186792","96.6490750641727","97.2086519092659","97.9921423335855","99.027280969673","100","99.933390993038","100","100","","",
"Iraq","IRQ","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3814673671104","95.3079131890952","94.4007022622045","94.8023661359849","95.2914873432363","93.492125519904","98.4141559516773","97.9669119003546","99.2728336022106","99.6876612759728","99.9540287261064","100","","",
"Iceland","ISL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Israel","ISR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Italy","ITA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Jamaica","JAM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.8178544936227","69.1325786899792","69.9021464382725","70.6762168338689","71.4608912115198","72.261510288742","78.8237396205906","73.9363654706573","74.8198848749406","80.353143401358","76.6317689912012","82.2655977897302","80.1617816969028","79.2498476294505","80.0271497011052","80.7351169358746","81.3940811281072","82.033067120676","83.4155891671522","83.3654631887145","84.4919970054132","80.7481194098795","84.9574604980199","90.0277721308244","92.1713845528412","94.3739552127508","96.6191563133467","98.893923970849","","",
"Jordan","JOR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.1188640977299","91.8713639525204","91.796910142264","91.7359733244381","91.7080242175005","91.9406660480294","92.4086652333951","95.6654910979116","93.6208327799469","94.3401806632911","95.0820336308532","95.8032385114732","98.7785105559796","97.0134723120857","97.725812089792","97.5452766433752","95.7438148556555","97.8655060734678","95.4988062021183","98.2730366051638","95.9940739195391","97.6427740480752","99.5","99.5613274350955","99.9204254488501","100","100","100","","",
"Japan","JPN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Kazakhstan","KAZ","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9","97.2989966384392","97.4999318088777","97.7380240557037","93.9423533327494","98.2633804844247","98.5154612444198","98.7364247979218","98.9077271237264","99.0107229139699","99.0372401390788","99.6857346412134","98.9628540412323","98.9242946429321","100","99.0018582261076","99.5713534071595","99.7579014779774","99.7901481810513","99.9499344310127","100","100","100","","",
"Kenya","KEN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.191181212840967","6.64729178572814","4.52569247863803","6.69258072245291","8.85274228508896","10.9986610893568","6.93733725148039","15.2165121688231","17.2779454415777","19.3187253934376","21.3559977956546","23.4072267445628","10.1435255276511","7.17224928321248","29.8203146760702","32.0722659583131","34.3701243985758","25.0723279090124","29.0025858160779","61.0900873161425","57.5704803234426","","",
"Kyrgyz Republic","KGZ","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6885462629564","99.4326284491475","99.510938432953","99.5891017856929","99.6561853654625","100","99.717579236444","99.6890096720916","99.259518731177","99.5059513255955","99.3886902474084","99.2822971542925","99.2077943694039","98.5661762962497","99.2322756043242","99.8","99.7693262249755","99.7446360775502","99.9556132459502","99.9927345914662","100","","",
"Cambodia","KHM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2821617664174","0","6.55523846093435","4.34360093103091","7.76895481872625","7.75229493101933","14.5459762473021","9.5164544410925","21.2072082782179","24.5244834207176","11.6540455062744","31.0378414526619","15.7724341871984","36.3091002759827","40.0103965602208","43.879623669494","44.7267520019829","60.7190711266255","70.2961440756141","86.0893427283327","","",
"Kiribati","KIR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.2094719203083","43.3078068974847","46.3334461989466","49.4707095715936","42.968874007106","39.4073376655163","59.8739502543197","63.5972708942504","69.4631251999278","78.8629408907485","92.9567955214169","99.241657908233","100","","",
"St. Kitts and Nevis","KNA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5853219085266","92.8303025249541","93.4276790397306","93.9820421933358","94.4893679794608","94.9656078134112","95.4309305057447","95.9053609288771","96.4086806521201","99.5499096557552","100","100","100","100","100","100","100","","",
"Korea, Rep.","KOR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Kuwait","KWT","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Latin America & Caribbean (excluding high income)","LAC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.1489942655267","64.065724063634","65.9345979311083","62.5620359941447","65.1870425866862","65.9186690852617","67.5766367575645","69.1371951697794","69.8180073089225","72.9048102508714","74.3651080581441","74.7002914721843","75.7495815505612","76.8358057199485","78.7482626199441","79.4818608057617","81.6540520729325","82.2738641375654","83.5767193899068","84.3528242605761","85.7544216156832","87.2272844793664","87.4931082927641","88.8980229735773","89.5621124406463","91.5396763764948","","",
"Lao PDR","LAO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9675461763977","12.1054292727328","10.1707021531334","17.524975009968","20.1315466049175","22.7740610945426","25.4516348285569","28.1607477959464","30.9018583957791","30.5366371175321","31.5567277016702","39.2634942422111","44.1323150671069","42.7965272980043","48.8750946030495","52.5910697517922","55.7416967848459","59.3170987686267","58.0129840961962","66.7857008293217","71.083623745479","76.0640909535773","85.6909291890972","86.7611649203298","90.5104835477527","","",
"Lebanon","LBN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","98.7617419105855","99.2365826866386","99.2282752872582","99.0966222336276","99.4885883786208","99.1995924412554","99.9487835696693","100","100","100","100","100","","",
