"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Pacific island small states","PSS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.3121936595088","40.2046051230141","42.7691176653442","43.9260836891746","45.053296549988","47.0394811006109","45.7491626178586","48.0138978998256","51.484505328182","49.7046914286068","55.6608066639143","58.7273546902743","61.076064270716","61.7544650152612","66.2801500160084","70.5794758966814","74.2941301549789","75.6927531333855","","",
"Post-demographic dividend","PST","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","99.8609661774377","99.8249186039044","99.7668412641508","99.836196054861","99.8420433882556","99.8477703226198","99.8443849919244","99.8575905613395","99.8634593976215","99.8699670774599","99.8791659305045","99.8894321856668","99.9063279750637","99.9230085266209","99.9413144938816","99.9607941542184","99.9809913151992","100","","",
"French Polynesia","PYF","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Qatar","QAT","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Romania","ROU","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Russian Federation","RUS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Rwanda","RWA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.462877093266091","0","0.369590800529165","1.18088376622753","2.01716388852199","0.668073135072124","3.5995024306437","4.3750310669824","1.4975310416127","5.97549038347794","2.60560387760669","1.13419442717965","7.27998125857476","5.75246614232519","9.1742951194165","12.5356462928551","18.9649855829998","23.6235275902657","","",
"South Asia","SAS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.1311025903687","33.1965572376018","35.1244211043927","36.4165098273844","37.6398548974164","42.0479442980313","45.3875849951294","45.3846486274197","42.4598284676902","49.3715458396475","51.1951983409885","51.3205810290033","53.484348317394","54.9170003687651","56.6364704052788","58.8439849867613","61.9383976434697","63.8161019375475","55.1410371412108","68.510680312418","69.4364164361424","72.7385202637334","78.2466210329023","80.7752307293282","85.1123077603179","","",
"Saudi Arabia","SAU","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Sudan","SDN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4548132165178","11.0472241896325","10.6582433815198","10.4383430145926","10.9927789840138","11.556258584393","12.1335462777858","12.7262880636729","13.3363197966213","13.9567332225727","2.1900344081301","15.1851180643422","15.7738986623958","16.3323510976872","16.8504113240222","17.3238906858131","17.7682507985584","18.2036533818665","18.650311570407","14.7209390786965","19.2141839896473","18.7998899866582","21.7568754705585","25.8439766651727","28.9473728127686","34.1928331258774","38.5142391025814","42.7966257172592","","",
"Senegal","SEN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.87465808143091","2.13006960731784","3.9099514544533","5.70781589373516","7.84425110542967","9.3761313163243","11.6195191024142","12.8102388383268","14.9622938498447","11.250705124029","18.465003522537","8.68817326164655","23.2679279825762","25.3720630739623","24.2804533042096","25.7130597320387","30.6113847374407","31.3752934378902","31.7188713308432","34.2033257996685","31.7806468557388","41.0149548818562","38.135730839411","44.5002373906457","35.3725498613364","","",
"Singapore","SGP","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Solomon Islands","SLB","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","2.14788061439528","4.82498405410322","7.48588884319352","10.128614732563","3.94596753905148","0.0934055240899247","18.0888850622645","8.97799589863705","25.1447507399816","30.3912052837265","35.4433084102069","40.4170438298305","44.9799844165524","51.5000506444562","55.1030613292497","59.5948652020502","","",
"Sierra Leone","SLE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.13595085409845","0","0.790233776493018","0.669932012855774","0","0.429105819893937","0","0.277915682762241","0.3537860301591","0","0.493879951041577","1.47768892163698","1.64035476866329","5.35135834725217","","",
"El Salvador","SLV","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.7945600800747","55.2267302079538","56.1027116657157","56.8736461862178","55.8917189201839","56.445954677587","59.563913903617","62.3347946042375","59.6116604196171","67.9177656833228","72.3205735753485","72.9519415283102","72.3182279529377","73.0275757506115","73.171479030779","76.0545202097814","81.0342657473844","81.3837757678509","81.0903872254358","81.5556489272095","83.4062772748418","85.1515294033273","89.257599926145","89.2333194739824","89.419142658917","90.2641329750004","100","","",
"San Marino","SMR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Somalia","SOM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.43403974792154","1.18042993420749","1.83435758940766","1.73755603458607","4.76654985780607","4.92473041488093","4.97784298061342","4.93282401795891","4.79757171505411","5.45980600685713","6.13870245203782","6.81906006258092","7.48580735216935","8.12317061875363","8.71899710060491","","",
"Serbia","SRB","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Sub-Saharan Africa (excluding high income)","SSA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.05907449589879","10.354249886562","10.7252503138688","12.781176583118","9.38059848686363","12.2741693889242","12.9843020408106","15.2377785129867","14.3005298854207","12.2529405115541","15.0065595422824","23.4319992981823","15.580200639461","14.6749825698101","14.6718640869816","15.5462665595169","17.6300603172467","18.5720425719641","17.6040683390002","17.923278120897","24.770866555938","22.6081336694043","","",
"South Sudan","SSD","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0748898523432114","0.95641605612737","3.68421138492324","7.3930848793344","10.0727747605566","12.7290952575075","15.6332529267365","18.530612199026","21.3670703669465","","",
"Sub-Saharan Africa","SSF","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.06942444405909","10.3636290190807","10.7347356895045","12.7902999414478","9.38807125849499","12.2810978861696","12.9914308215239","15.2442763559192","14.3069335226124","12.2594157487293","15.0133284029417","23.4374822150161","15.5862509770508","14.6809356619265","14.6778098895035","15.5520225895136","17.6356230009287","18.5773917440324","17.6097171486516","17.9288723046537","24.7759198285308","22.6132523545005","","",
"Small states","SST","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.5271567417017","45.6232839983794","46.1882901057224","46.8969794362329","48.662639116012","50.1089634684509","47.8528432542123","49.7761093320907","50.8942584116841","51.4015730572223","53.8189094035456","54.3833755418255","56.0046473244616","57.5240244506093","58.8788399318613","60.4687353954963","62.5000820968799","63.6253166169463","","",
"Sao Tome and Principe","STP","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.0610547915795","38.9388707260786","39.4858275044519","39.964075281564","40.3715441085483","40.6970395183515","40.9567757086972","41.1797724904169","41.3993612010302","34.1419742697629","41.9865482805174","42.4332082011539","42.7665989577263","45.0982034802387","52.4134805128641","46.3621228275666","45.9569654898735","45.3286077729596","","",
"Suriname","SUR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.62406","94.8683364009517","93.5420500524621","92.1688648189366","90.7229227459367","89.1778446709463","87.5599054399847","81.8156591217836","84.1704163690485","82.4780505846345","80.8409772530015","79.3696346443003","81.1788619031447","82.9209306639559","84.5416329544201","85.9548340172235","87.6131029380066","89.3123945883241","90.9656955920011","","",
"Slovak Republic","SVK","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Slovenia","SVN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Sweden","SWE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Eswatini","SWZ","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3690797918529","20.2201539716757","23.1030496270788","25.9492892606637","28.7546834003874","27.2878059539959","34.2859897856722","36.9352280904413","39.6163053319653","39.791890104015","45.2648426543191","49.4773666118371","52.9224141649415","59.2768345063524","60.0395263303271","63.7379848391008","67.39118526777","","",
"Sint Maarten (Dutch part)","SXM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","","",
"Seychelles","SYC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.1882258710452","84.0587484942687","84.7995195955886","84.0315985130111","86.3049348876953","87.0633747369481","87.8136096568645","88.5467870095281","92.0608903909745","89.9294895803707","90.5790873467038","91.2075240980271","98.0785265734459","92.4407890928513","93.0687272438091","93.742925054718","93.5710193363571","96.176099808329","96.9691636019575","95.6060139407049","100","100","100","100","","",
"Syrian Arab Republic","SYR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.237647423158","85.2340445789949","84.3609287159179","83.4016898442983","99.2084816394643","81.3518062375901","80.3864447567791","79.513656838716","83.5585580370757","82.4494873246955","81.6248804659847","80.2325693258577","79.1970486937405","78.7039533103367","78.2158418913595","77.7178210309057","","",
"Turks and Caicos Islands","TCA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.9589743589744","62.1527635455531","61.9432507154564","61.7986421821943","61.7095511607889","61.6873107652289","61.7769755847348","61.9736153971898","62.3024259461549","62.7680816650391","71.5222222222222","64.0022530466974","65.0750684017104","66.3137613810611","67.6565153135627","69.0605596714791","70.4357529699379","71.8832215296958","73.5049904942966","100","100","100","100","100","100","100","100","100","","",
"Chad","TCD","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.351034237599192","0.0578339315517889","0.246945052899577","0.432775673535377","0.60750735210262","0.763469757229616","0.892478008605449","0","1.04335135578384","1.07538668009676","1.10003593643014","1.13514525116914","1.19789267940849","3.04652369616299","1.48692870956903","2.13138883448948","2.39765195490225","2.28390021196857","0.522863478994481","2.46496226206541","2.48801723308895","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.1547176192338","83.5949842048658","86.7328555007157","83.3279249242695","84.7507762785798","85.780900483317","86.770969344564","87.4127634376711","87.6563189613339","88.375792558372","88.6648267253469","89.4280179948423","88.3872776512044","88.3146266859461","89.8986651587587","89.2368316871301","90.8193927822106","90.6877830591065","91.2774154307597","92.1837973076941","92.9032849158106","93.8698927579415","94.3283185873888","94.5250603020867","94.5430111197963","95.1522211295925","95.3192409789527","96.4751470793847","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9935448809836","99.7688770084286","99.7518906944251","99.7690448907649","99.2960894904486","99.6950560798766","99.7228251483645","99.7698065097341","99.8187047672867","99.7757177406261","99.7738299252632","99.7667820015492","99.7416048906549","99.7293642556456","99.8009726088508","99.7813812809399","99.8277538637713","99.9008398048612","99.9332673742963","99.9626682742461","99.984753996797","99.9982435472925","99.9721679012854","","",
"Togo","TGO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.10280070305223","3.6311931425557","6.38529569168626","5.91980702298528","7.00467119101134","8.03493750074133","8.9987186854006","9.89053913450028","7.40284320348988","11.5183584811468","12.2930482593609","13.0719975879422","9.33423817476973","16.2552731481895","15.6372743455724","16.766412262241","21.1354898125662","18.9170823296307","20.1634089538011","19.4570554055388","","",
"Thailand","THA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.9577727491519","82.9374194041247","84.2844714386401","85.6460604605047","87.0133254308006","88.3840388392636","98.8436328080084","91.2105543995088","92.7178555873066","98.9229784005096","99.4656597298018","99.2098336525669","98.8244028182052","100","100","99.5088173427277","100","100","","",
"Tajikistan","TJK","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.9170550145544","98.0251946258218","98.1905282486046","98.732956151089","100","98.4623670216214","99.1557082658512","98.4700032919214","98.4535220339874","98.4481663295375","98.8429586145125","98.5448594885406","98.6251688630235","98.8470356337628","99.1023130048553","99.3697159958423","99.6597915103427","99.9616677717018","99.3369525371244","","",
"Turkmenistan","TKM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.5151127059247","99.6007029626083","99.7139299599164","99.7879339645578","99.8080700559912","99.7676574422074","99.8163939034378","99.5867923812247","99.4969305674665","99.4420385941847","100","99.9049092197547","99.9808963217832","100","100","100","100","100","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.2130536405201","64.1238165185155","65.9464762823213","62.6976800001308","65.2421605455096","66.0029227654588","67.7422351444363","69.2005572935363","69.6494474991031","72.7704325324766","74.3479579179034","74.8616579209693","75.7036654378321","76.8084301886806","78.8639326516826","79.4924407272493","81.6605610312936","82.3977690611511","83.5809118770083","84.4569716144402","85.8889528260528","87.2463793438758","87.6030480010707","88.9861787158357","89.6633077505104","91.6758944070053","","",
"Timor-Leste","TLS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8158739834471","7.95778913975393","12.1188023023853","14.7115062121842","18.0836806768357","21.4438814811742","19.9457939423135","28.2002461591601","31.6342125168734","20.5782633040646","38.706062691205","42.3534797284848","46.0637401313688","49.9274449447264","55.4662691231122","67.1811934744088","71.8873774263686","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.7998473502577","80.4167898119647","80.7288410645433","83.1349605957135","82.4126668932461","84.9781311240503","89.4634146432064","86.3035427041966","88.1953982772103","88.3856598954006","89.5957411935216","90.2896901878896","91.4129294475298","93.1024183306537","90.829722072857","93.660267628943","94.013524358721","94.5465540965854","","",
"Tonga","TON","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.0699897764669","77.2883632259289","78.1996338165601","79.1239705304444","80.0614235872205","81.0050341609858","81.9471202163847","82.8795537428103","83.7943250964266","84.6832144682812","85.5380603076371","86.3559406549504","90.6671583475222","87.936601084548","88.7337436925112","89.5609851976821","90.4358615862812","90.5992209682022","91.3002302254965","93.4071901747315","94.4787361497305","95.5704089664803","96.5330418500596","97.6819233186444","","",
"South Asia (IDA & IBRD)","TSA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.1311025903687","33.1965572376018","35.1244211043927","36.4165098273844","37.6398548974164","42.0479442980313","45.3875849951294","45.3846486274197","42.4598284676902","49.3715458396475","51.1951983409885","51.3205810290033","53.484348317394","54.9170003687651","56.6364704052788","58.8439849867613","61.9383976434697","63.8161019375475","55.1410371412108","68.510680312418","69.4364164361424","72.7385202637335","78.2466210329023","80.7752307293282","85.1123077603179","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.06942444405909","10.3636290190807","10.7347356895045","12.7902999414478","9.388071258495","12.2810978861696","12.9914308215239","15.2442763559192","14.3069335226124","12.2594157487293","15.0133284029417","23.4374822150161","15.5862509770508","14.6809356619265","14.6778098895035","15.5520225895136","17.6356230009287","18.5773917440323","17.6097171486517","17.9288723046537","24.7759198285308","22.6132523545006","","",
"Trinidad and Tobago","TTO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2472096408987","91.4455181296063","92.2308106912021","92.9827531282095","93.6959838677356","94.3602205406126","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Tunisia","TUN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.6080256198615","72.0445346363539","76.0709775987121","79.9482541089795","82.8702347827187","85.3413827344084","86.7910471864378","93.534171975395","94.8362524540345","96.4393849775447","98.0583248523709","98.6056500279334","98.993136379686","98.2451522698401","98.6735812696509","98.7666681398097","98.6403739212644","98.90935051158","98.4769317870248","99.0770650468315","99.3794216779309","100","100","100","","",
"Turkey","TUR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.9141811578513","99.9825528819854","100","100","100","100","100","","",
"Tuvalu","TUV","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.9511442362478","94.0752899411698","94.333964873318","94.5275951494403","94.6722658082888","94.6627756423225","94.9162962629988","95.0709486675618","95.2873443443234","95.5935486713724","96.1659031722901","96.4480003721353","96.9728906027363","98.0286440227156","99.16041757467","100","","",
"Tanzania","TZA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.278154921995574","2.50879773992924","1.25582671119561","1.74810761428924","2.57321206204522","2.7139730248243","3.17194181996632","3.60162954822384","3.24913973085656","2.60930446383936","4.3269643529042","4.45523114040387","4.55070075248252","1.04176742741555","0","2.51972829252367","2.59214390509714","2.29090483821617","1.73544813612962","10.037420298926","11.8049557991056","17.2706796272241","16.7551151733615","","",
"Uganda","UGA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.87703227861844","0.282415571130476","0.811161645782662","1.34147745925234","1.86873682304706","2.38585010196164","2.27215087750929","1.96622450280299","3.80913326741934","4.21482892203446","0.710019724178758","2.07853442697832","5.22790371849864","5.54451664230923","1.8551076713047","3.46844995620738","4.46494234191277","6.85485341699581","3.56480991460156","11.9075417901291","9.04652340739748","17.6943757669369","11.4294564360055","","",
"Ukraine","UKR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Upper middle income","UMC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.2087772344111","90.6852961615089","89.9657201004981","90.3509344769885","90.7409525806154","90.6800343934866","90.013854311067","90.8234243026685","91.2266350426918","91.9223054179903","91.574976724243","92.0174021302649","93.1627447704567","93.3328203065742","93.9004408268784","94.4010958525318","95.1159631982996","95.1797652255909","95.7150886359601","96.3204867573304","97.2733715072003","97.6663661791012","97.9684291705647","98.2525753600593","98.3541881982026","98.4456483099491","98.4575644246224","98.7047034960725","","",
"Uruguay","URY","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.0417547838249","84.8100401554317","88.6902510708176","84.3764423823727","84.259911625708","84.3628755056564","82.9968599963137","83.8390111532099","84.4623758349412","86.7187297951855","86.4731448475805","89.1562053677128","90.3193752997174","91.2440465075428","91.7577814703339","91.7455132784243","86.5679296800821","88.1559068652949","88.0019032673085","89.2976172385739","91.7896120631033","94.6044506268601","100","100","100","100","100","100","","",
"United States","USA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Uzbekistan","UZB","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.2830513335245","99.0297588733865","99.121780186969","99.2300918379609","99.3416852193046","99.4429432485516","99.5220139021994","99.5514537830725","99.5311171583219","99.4512766369521","99.1999518563221","99.2337124625553","99.1588001002416","99.1368099903609","99.1937208803789","99.355772993196","99.6111268839846","99.8391061062115","99.9599825462541","99.9960497550517","100","100","","",
"St. Vincent and the Grenadines","VCT","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.0782144947348","60.2522728031325","61.9329189489681","63.6338752824225","65.3605167471978","67.1176752963978","68.9121737377015","70.7457981585987","72.6093593938668","74.4903985871297","78.8466456923234","78.2526656216492","80.105421601962","81.9204283690415","83.6908670584361","85.4355438872912","86.5562014087723","88.9507872966819","90.7743816123863","92.6786999786466","94.6854744742159","96.7888289613349","98.9756347195899","100","100","100","100","","",
"Venezuela, RB","VEN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.7920016342762","90.8287613652741","90.5678468067954","94.6949950488302","90.314655236171","92.2093638712969","92.3986876368875","94.7896837858659","91.8620599265934","99.1769547775828","99.8000000000001","66.6165843503917","94.7762446156176","92.742226151166","96.2616659730193","91.6915314401216","91.1079871882643","90.6363619869014","90.3888351751131","90.4812590459764","93.3376968178773","94.6561699879903","96.1432817607431","98.6519427279516","99.726218517608","100","","",
"British Virgin Islands","VGB","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.683478894706","98.2591527667005","98.7037701574526","98.9386636465826","99.1010784682758","100","100","100","","",
"Virgin Islands (U.S.)","VIR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Vietnam","VNM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.3781529559033","79.3170090211257","80.742340230131","82.1570547873286","83.5805294612309","85.5724549241723","86.4200578548856","87.8197427440999","94.7869525518693","94.8011315583239","91.9614341092523","93.3818778235324","94.6169424308012","97.7220575831066","98.5490423669083","99.7697785717294","99.8118140649713","98.853427518131","100","100","100","","",
"Vanuatu","VUT","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.968250001252582","2.41102287513617","3.86618752481996","3.14682018309194","6.81542017588919","8.30633304565091","9.78335863308273","11.2362643193473","12.6592913455142","14.0485246949839","9.23684978744367","17.801433770704","18.1584527072007","17.5566621881584","21.1375786689301","22.8352063626806","24.5892142352781","13.7643487939851","28.2246932217701","34.7552710550793","46.5896564248843","52.7355043229933","","",
